filename,region_shape_attributes,region_attributes
u1.jpeg,"{'name': 'circle', 'cx': 471, 'cy': 660, 'r': 8}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '1', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
u1.jpeg,"{'name': 'circle', 'cx': 487, 'cy': 690, 'r': 10}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '1', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
u1.jpeg,"{'name': 'circle', 'cx': 494, 'cy': 665, 'r': 8}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '1', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
u1.jpeg,"{'name': 'circle', 'cx': 466, 'cy': 691, 'r': 9}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '1', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
u1.jpeg,"{'name': 'circle', 'cx': 819, 'cy': 681, 'r': 8}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '1', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
u2.jpeg,"{'name': 'circle', 'cx': 627, 'cy': 784, 'r': 9}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '1', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
u2.jpeg,"{'name': 'circle', 'cx': 619, 'cy': 900, 'r': 17}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '1', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
u2.jpeg,"{'name': 'circle', 'cx': 693, 'cy': 670, 'r': 21}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '1', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
u2.jpeg,"{'name': 'circle', 'cx': 661, 'cy': 733, 'r': 18}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '1', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
u2.jpeg,"{'name': 'circle', 'cx': 838, 'cy': 626, 'r': 18}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '1', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
u2.jpeg,"{'name': 'circle', 'cx': 674, 'cy': 705, 'r': 11}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '1', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
u2.jpeg,"{'name': 'circle', 'cx': 726, 'cy': 455, 'r': 11}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '1', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
u2.jpeg,"{'name': 'circle', 'cx': 580, 'cy': 724, 'r': 15}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '1', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
u3.jpeg,"{'name': 'circle', 'cx': 878, 'cy': 579, 'r': 9}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '1', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
u3.jpeg,"{'name': 'circle', 'cx': 898, 'cy': 628, 'r': 16}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '1', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
u3.jpeg,"{'name': 'circle', 'cx': 788, 'cy': 620, 'r': 17}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '1', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
u3.jpeg,"{'name': 'circle', 'cx': 849, 'cy': 653, 'r': 17}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '1', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
u3.jpeg,"{'name': 'circle', 'cx': 782, 'cy': 758, 'r': 13}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '1', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
u3.jpeg,"{'name': 'circle', 'cx': 772, 'cy': 658, 'r': 16}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '1', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
u3.jpeg,"{'name': 'circle', 'cx': 597, 'cy': 819, 'r': 10}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '1', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
u3.jpeg,"{'name': 'circle', 'cx': 662, 'cy': 543, 'r': 11}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '1', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
v1.jpeg,"{'name': 'circle', 'cx': 622, 'cy': 589, 'r': 10}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '1', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
v1.jpeg,"{'name': 'circle', 'cx': 756, 'cy': 953, 'r': 10}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '1', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
v1.jpeg,"{'name': 'circle', 'cx': 769, 'cy': 915, 'r': 8}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '1', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
v1.jpeg,"{'name': 'circle', 'cx': 778, 'cy': 1019, 'r': 6}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '1', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
v1.jpeg,"{'name': 'circle', 'cx': 536, 'cy': 893, 'r': 9}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '1', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
v1.jpeg,"{'name': 'circle', 'cx': 537, 'cy': 1028, 'r': 8}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '1', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
v1.jpeg,"{'name': 'circle', 'cx': 870, 'cy': 999, 'r': 8}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '1', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
v1.jpeg,"{'name': 'circle', 'cx': 601, 'cy': 1247, 'r': 6}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': '1'}"
v2.jpeg,"{'name': 'circle', 'cx': 739, 'cy': 887, 'r': 8}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '1', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
v2.jpeg,"{'name': 'circle', 'cx': 414, 'cy': 852, 'r': 9}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '1', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
v2.jpeg,"{'name': 'circle', 'cx': 650, 'cy': 848, 'r': 12}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '1', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
v2.jpeg,"{'name': 'circle', 'cx': 504, 'cy': 867, 'r': 11}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '1', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
v2.jpeg,"{'name': 'circle', 'cx': 685, 'cy': 927, 'r': 11}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '1', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
v2.jpeg,"{'name': 'circle', 'cx': 629, 'cy': 1092, 'r': 14}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '1', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
v2.jpeg,"{'name': 'circle', 'cx': 561, 'cy': 1095, 'r': 13}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '1', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
v3.jpeg,"{'name': 'circle', 'cx': 405, 'cy': 948, 'r': 9}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '1', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
v3.jpeg,"{'name': 'circle', 'cx': 435, 'cy': 899, 'r': 8}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '1', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
v3.jpeg,"{'name': 'circle', 'cx': 389, 'cy': 996, 'r': 8}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '1', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
v3.jpeg,"{'name': 'circle', 'cx': 632, 'cy': 1095, 'r': 9}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '1', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
v3.jpeg,"{'name': 'circle', 'cx': 724, 'cy': 919, 'r': 13}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '1', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
v3.jpeg,"{'name': 'circle', 'cx': 411, 'cy': 1095, 'r': 6}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '1', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
w1.jpeg,"{'name': 'circle', 'cx': 455, 'cy': 721, 'r': 11}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '1', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
w1.jpeg,"{'name': 'circle', 'cx': 456, 'cy': 779, 'r': 13}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '1', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
w1.jpeg,"{'name': 'circle', 'cx': 482, 'cy': 811, 'r': 10}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '1', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
w1.jpeg,"{'name': 'circle', 'cx': 447, 'cy': 843, 'r': 8}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '1', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
w1.jpeg,"{'name': 'circle', 'cx': 404, 'cy': 1074, 'r': 9}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '1', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
w1.jpeg,"{'name': 'circle', 'cx': 386, 'cy': 977, 'r': 65}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '', 'Uneven Skin tone ': '1', 'Mole and Tags': '', 'Acne': ''}"
w1.jpeg,"{'name': 'circle', 'cx': 732, 'cy': 1007, 'r': 85}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '', 'Uneven Skin tone ': '1', 'Mole and Tags': '', 'Acne': ''}"
w2.jpeg,"{'name': 'circle', 'cx': 394, 'cy': 875, 'r': 75}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '', 'Uneven Skin tone ': '1', 'Mole and Tags': '', 'Acne': ''}"
w2.jpeg,"{'name': 'circle', 'cx': 733, 'cy': 890, 'r': 51}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '', 'Uneven Skin tone ': '1', 'Mole and Tags': '', 'Acne': ''}"
w2.jpeg,"{'name': 'circle', 'cx': 621, 'cy': 713, 'r': 10}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '1', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
x1.jpeg,"{'name': 'circle', 'cx': 720, 'cy': 1021, 'r': 13}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '1', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
x1.jpeg,"{'name': 'circle', 'cx': 769, 'cy': 1072, 'r': 9}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': '1'}"
x1.jpeg,"{'name': 'circle', 'cx': 701, 'cy': 1093, 'r': 11}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': '1'}"
x1.jpeg,"{'name': 'circle', 'cx': 712, 'cy': 1060, 'r': 6}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': '1'}"
x1.jpeg,"{'name': 'circle', 'cx': 555, 'cy': 983, 'r': 13}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '1', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
x1.jpeg,"{'name': 'circle', 'cx': 687, 'cy': 981, 'r': 8}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': '1'}"
x1.jpeg,"{'name': 'circle', 'cx': 459, 'cy': 1145, 'r': 19.257}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '1', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
x1.jpeg,"{'name': 'circle', 'cx': 545, 'cy': 1086, 'r': 11}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '1', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
x1.jpeg,"{'name': 'circle', 'cx': 638, 'cy': 1081, 'r': 13}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '1', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
x1.jpeg,"{'name': 'circle', 'cx': 600, 'cy': 1045, 'r': 8}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '1', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
x1.jpeg,"{'name': 'circle', 'cx': 607, 'cy': 1148, 'r': 13}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '1', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
x1.jpeg,"{'name': 'circle', 'cx': 863, 'cy': 939, 'r': 8}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '1', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
x1.jpeg,"{'name': 'circle', 'cx': 542, 'cy': 763, 'r': 6}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '1', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
x1.jpeg,"{'name': 'circle', 'cx': 498, 'cy': 1011, 'r': 12}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '1', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
x1.jpeg,"{'name': 'circle', 'cx': 510, 'cy': 992, 'r': 5}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': '1'}"
x1.jpeg,"{'name': 'circle', 'cx': 733, 'cy': 623, 'r': 8}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '1', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
x1.jpeg,"{'name': 'circle', 'cx': 714, 'cy': 553, 'r': 6}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': '1'}"
x2.jpeg,"{'name': 'circle', 'cx': 495, 'cy': 452, 'r': 6}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': '1'}"
x2.jpeg,"{'name': 'circle', 'cx': 494, 'cy': 425, 'r': 7.232}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': '1'}"
x2.jpeg,"{'name': 'circle', 'cx': 555, 'cy': 476, 'r': 6}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': '1'}"
x2.jpeg,"{'name': 'circle', 'cx': 366, 'cy': 539, 'r': 11.474}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '1', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
x2.jpeg,"{'name': 'circle', 'cx': 522, 'cy': 595, 'r': 10}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '1', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
x2.jpeg,"{'name': 'circle', 'cx': 682, 'cy': 873, 'r': 7}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '1', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
x2.jpeg,"{'name': 'circle', 'cx': 727, 'cy': 960, 'r': 8}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '1', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
x2.jpeg,"{'name': 'circle', 'cx': 697, 'cy': 962, 'r': 9}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '1', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
x2.jpeg,"{'name': 'circle', 'cx': 684, 'cy': 1022, 'r': 11}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '1', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
x2.jpeg,"{'name': 'circle', 'cx': 353, 'cy': 929, 'r': 10}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': '1'}"
x2.jpeg,"{'name': 'circle', 'cx': 341, 'cy': 1000, 'r': 6}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': '1'}"
x2.jpeg,"{'name': 'circle', 'cx': 401, 'cy': 983, 'r': 10}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': '1'}"
x2.jpeg,"{'name': 'circle', 'cx': 345, 'cy': 969, 'r': 8}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': '1'}"
x2.jpeg,"{'name': 'circle', 'cx': 553, 'cy': 1217, 'r': 9}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '1', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
x2.jpeg,"{'name': 'circle', 'cx': 497, 'cy': 1177, 'r': 11}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '1', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
x2.jpeg,"{'name': 'circle', 'cx': 581, 'cy': 859, 'r': 11}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '1', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
x2.jpeg,"{'name': 'circle', 'cx': 464, 'cy': 849, 'r': 9}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '1', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
y1.jpeg,"{'name': 'circle', 'cx': 631, 'cy': 801, 'r': 23}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '1', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
y1.jpeg,"{'name': 'circle', 'cx': 500, 'cy': 696, 'r': 27}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '1', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
y1.jpeg,"{'name': 'circle', 'cx': 514, 'cy': 889, 'r': 45}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '1', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
y1.jpeg,"{'name': 'circle', 'cx': 466, 'cy': 570, 'r': 16}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '1', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
y1.jpeg,"{'name': 'circle', 'cx': 566, 'cy': 1131, 'r': 17}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '1', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
y1.jpeg,"{'name': 'circle', 'cx': 673, 'cy': 897, 'r': 22}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '1', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
y1.jpeg,"{'name': 'circle', 'cx': 472, 'cy': 823, 'r': 13}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '1', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
y2.jpeg,"{'name': 'circle', 'cx': 645, 'cy': 1072, 'r': 15}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '1', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
y2.jpeg,"{'name': 'circle', 'cx': 671, 'cy': 1083, 'r': 14}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '1', 'Acne': ''}"
y2.jpeg,"{'name': 'circle', 'cx': 632, 'cy': 931, 'r': 15}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '1', 'Acne': ''}"
y2.jpeg,"{'name': 'circle', 'cx': 488, 'cy': 947, 'r': 16}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '1', 'Acne': ''}"
y2.jpeg,"{'name': 'circle', 'cx': 647, 'cy': 1106, 'r': 20}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '1', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
y2.jpeg,"{'name': 'circle', 'cx': 555, 'cy': 1241, 'r': 11}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '1', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
y2.jpeg,"{'name': 'circle', 'cx': 569, 'cy': 1297, 'r': 15}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '1', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
y2.jpeg,"{'name': 'circle', 'cx': 787, 'cy': 1011, 'r': 15}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '1', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
y2.jpeg,"{'name': 'circle', 'cx': 613, 'cy': 1053, 'r': 18}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '1', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
y2.jpeg,"{'name': 'circle', 'cx': 733, 'cy': 1043, 'r': 9}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': '1'}"
y2.jpeg,"{'name': 'circle', 'cx': 700, 'cy': 1450, 'r': 10}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '1', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
y2.jpeg,"{'name': 'circle', 'cx': 524, 'cy': 1474, 'r': 6}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': '1'}"
y2.jpeg,"{'name': 'circle', 'cx': 672, 'cy': 772, 'r': 9}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '1', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
y2.jpeg,"{'name': 'circle', 'cx': 643, 'cy': 819, 'r': 19}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '1', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
y2.jpeg,"{'name': 'circle', 'cx': 436, 'cy': 1061, 'r': 80}","{'Wrinkels': '', 'Melasma': '1', 'Frackels': '', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
z1.jpeg,"{'name': 'circle', 'cx': 781, 'cy': 999, 'r': 7}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '1', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
z2.jpeg,"{'name': 'circle', 'cx': 709, 'cy': 948, 'r': 10}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '1', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
z2.jpeg,"{'name': 'circle', 'cx': 604, 'cy': 965, 'r': 18}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '1', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
z2.jpeg,"{'name': 'circle', 'cx': 619, 'cy': 900, 'r': 12}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '1', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
z2.jpeg,"{'name': 'circle', 'cx': 793, 'cy': 996, 'r': 14}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '1', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
z2.jpeg,"{'name': 'circle', 'cx': 574, 'cy': 900, 'r': 18}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '', 'Acne scars ': '1', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
z3.jpeg,"{'name': 'circle', 'cx': 634, 'cy': 843, 'r': 10}","{'Wrinkels': '', 'Melasma': '', 'Frackels': '1', 'Acne scars ': '', 'Uneven Skin tone ': '', 'Mole and Tags': '', 'Acne': ''}"
